supplier,date,type,order,bodega,sku,description,quantity,unit,unit_price,sell_value,tax,tax_value
/ ALIÑOS EL BUEN SAZON,2022-07-27,FC,2595,1,7707347214697,SALSA BBQ BUENSAZON *500,2,UND,3300,6600,0.19,1254
/ ALIÑOS EL BUEN SAZON,2022-07-27,FC,2595,1,7707347210798,COND LAUREL HOJA EL BUEN SAZON 10G,6,UND,840,5042,0.19,958
/ ALIÑOS EL BUEN SAZON,2022-07-27,FC,2595,1,7707347214796,SALSA DE AJI MEXICANO *500ML,2,UND,5500,11000,0.19,2090
/ ALIÑOS EL BUEN SAZON,2022-07-27,FC,2596,1,7707347210811,MANI SALADO *100G,6,UND,1933,11597,0.19,2203
/ ALIÑOS EL BUEN SAZON,2022-07-27,FC,2596,1,7707347210620,COCO EL BUEN SAZON RALLADO  * 80 GR,6,UND,2200,13200,0,0
/ ALIÑOS EL BUEN SAZON,2022-07-27,FC,2596,1,7707347211238,CLAVO EL BUEN SAZON  ENTERO * 20 GR,6,UND,2773,16639,0.19,3161
/ ALIÑOS EL BUEN SAZON,2022-07-27,FC,2596,1,7707347210545,UVAS EL BUEN SAZON PASAS * 40 GR,12,UND,1100,13200,0,0
/ ALIÑOS EL BUEN SAZON,2022-07-27,FC,2596,1,7707347210460,CLAVO EL BUEN SAZON * 10 GR,12,UND,1471,17647,0.19,3353
/ ALIÑOS EL BUEN SAZON,2022-07-27,FC,2596,1,7707347211566,COCO EL BUEN SAZON RALLADO * 40 GR,12,UND,1000,12000,0,0
/ ALIÑOS EL BUEN SAZON,2022-07-27,FC,2596,1,7707347210279,COCO SAZON DEL CAMPO RALLADO * 250 GR,2,UND,4500,9000,0,0
/ ALIÑOS EL BUEN SAZON,2022-07-27,FC,2596,1,7707347210194,UVAS PASAS EL BUEN SAZON * 250 G,2,UND,4200,8400,0,0
/ ALIÑOS EL BUEN SAZON,2022-07-27,FC,2596,1,7707347211191,UVAS PASAS EL BUEN SAZON * 80 GR,12,UND,2000,24000,0,0
/ ALIÑOS EL BUEN SAZON,2022-07-27,FC,2597,1,7707347211085,CONDIMENTOS AZAFRAN DE RAIZ+AJO+ ADOBO EL BUEN SAZON,6,UND,1597,9580,0.19,1820
/ ALIÑOS EL BUEN SAZON,2022-07-27,FC,2597,1,7707347211092,CONDIMENTOS COLOR PG2 LLV 3 SAZON DEL VALLE,6,UND,1597,9580,0.19,1820
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7703472111436,MIEL EL BUEN SAZON D/P*140G,12,UND,2050,24600,0,0
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7703472111498,AJI EL BUEN SAZON SUPER PICNTE * 120 GR,12,UND,1513,18151,0.19,3449
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211009,ALMENDRAS EL BUEN SAZON * 40 GR SIMPLE,12,UND,2700,32400,0.19,6156
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210101,ADOBO EL BUEN SAZON * 30 GR,6,UND,714,4286,0.19,814
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211108,COND SAZONAMAX EL BUEN SAZON *70 GR,6,UND,1303,7815,0.19,1485
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210309,COND COLOR EL BUEN SAZON *250,6,UND,1429,8571,0.19,1628
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211306,CLAVO ENTERO  EL BUEN SAZON X 5 G,6,PQT,840,5042,0.19,958
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210316,COD COLOR RAIZ EL BUEN SAZON *125,6,UND,1513,9076,0.19,1724
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210613,COLOR EL BUEN SAZON* 50 GR,6,UND,672,4034,0.19,766
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211917,SIROPE DE MIEL EL BUEN SAZON CANECA,5,UND,2550,12750,0,0
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347212914,JENGIBRE EN POLVO 20GR,6,UND,756,4538,0.19,862
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211122,COND BICARBONATO DE SODA *100G,18,UND,756,13613,0.19,2586
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210224,COCO EL BUEN SAZON RALLADO * 125 GR,6,UND,2875,17250,0,0
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210323,COLOR EL BUEN SAZON SUPER * 125 GR,6,UND,756,4538,0.19,862
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210729,HARINA PARA APANAR EL BUEN SAZON  * 250 GR,12,UND,1762,21143,0.05,1057
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210033,SEN EL BUEN SAZON * 10 GR,6,UND,756,4538,0.19,862
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211238,CLAVO EL BUEN SAZON  ENTERO * 20 GR,6,UND,2773,16639,0.19,3161
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210736,GRAGEAS EL BUEN SAZON * 40 GR,6,UND,1345,8067,0.19,1533
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211931,VINAGRE BLANCO EL BUEN SAZON X 500 ML.,3,UND,1500,4500,0.19,855
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211047,CURCUMA * 40 G,24,UND,1513,36303,0.19,6898
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210446,AZAFRAN DE RAIZ  80 GR,12,UND,1261,15126,0.19,2874
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211443,COMINO ENTERO EL BUEN SAZON * 40 GR,6,UND,1513,9076,0.19,1724
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210545,UVAS EL BUEN SAZON PASAS * 40 GR,6,UND,1100,6600,0,0
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211542,COND COLOR DEL VALLE SAZON DEL VALLE 80GR,12,UND,630,7563,0.19,1437
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211740,CALENDULA EL BUEN SAZON * 10 GR,12,UND,756,9076,0.19,1724
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210842,OREGANO EL BUEN SAZON MOLIDO * 10 GR,6,UND,756,4538,0.19,862
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211849,COND AZAFRAN DE RAIZ EL BUEN SAZON  *40G,12,UND,672,8067,0.19,1533
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211948,SALSA CHINA EL BUEN SAZON X 165GR,3,UND,2017,6050,0.19,1150
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210057,COND COMINO ENTERO EL BUEN SAZON *30G,12,UND,756,9076,0.19,1724
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210156,AJO AHUMADO  BUEN SAZON *30G,18,UND,756,13613,0.19,2586
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211153,MANZANILLA EL BUEN SAZON * 10 GR,6,UND,924,5546,0.19,1054
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211450,COMINO EL BUEN SAZON MOLIDO * 40 GR,12,UND,1513,18151,0.19,3449
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211559,COND COLOR EL BUEN SAZON  *40G,12,UND,462,5546,0.19,1054
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347214659,VINAGRE BLANCO BUEN SAZON *3000,4,UND,3800,15200,0.19,2888
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211757,SODA EL BUEN SAZON CAJA * 15 GR,12,UND,294,3529,0.19,671
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211856,ANIS EL BUEN SAZON ESTRELLADO * 10 GR,6,UND,1387,8319,0.19,1581
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210163,AJO MOLIDO BUEN SAZON *40G,12,UND,714,8571,0.19,1628
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210460,CLAVO EL BUEN SAZON * 10 GR,12,UND,1471,17647,0.19,3353
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210668,COND SAZON DE GALLINA EL BUEN SAZON *40,12,UND,756,9076,0.19,1724
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210866,COND PIMENTON EL BUEN SAZON 50 GR,6,UND,714,4286,0.19,814
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210170,COND AJO MOLIDO EL BUEN SAZON *80GRS,6,UND,1219,7311,0.19,1389
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210279,COCO SAZON DEL CAMPO RALLADO * 250 GR,2,UND,4500,9000,0,0
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211375,COND CURRY EL BUEN SAZON 15G,6,UND,756,4538,0.19,862
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210477,AZAFRAN DE RAIZ CAMPO  BUEN SAZON *40,12,UND,714,8571,0.19,1628
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211474,COND COMINO MOLIDO SAZON DEL VALLE *15G,12,UND,672,8067,0.19,1533
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211672,CANELA EL BUEN SAZON   ENTERA * 10 GR,15,UND,1345,20168,0.19,3832
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210774,COND OREGANO HOJA *10G,6,UND,798,4790,0.19,910
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211979,ACIA DE LA INDIA * 10 GR,6,UND,714,4286,0.19,814
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210286,LINAZA BUEN SAZON * 250 G,6,UND,3100,18600,0.19,3534
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211283,SAZONAMAX AHUMADO*70G,6,UND,1345,8067,0.19,1533
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211580,SALSA NEGRA,4,TARR,2017,8067,0.19,1533
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210781,LINAZA EL BUEN SAZON ENTERA * 40 GR,12,UND,714,8571,0.19,1628
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347216196,BICARBONATO DE SODA *250G,10,UND,1500,15000,0.19,2850
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347216394,SALSA DE AJO*165,4,UND,2068,8272,0.19,1572
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210491,CANELA EL BUEN SAZON ENTERA * 35 GR,12,UND,3361,40336,0.19,7664
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347211597,AJI GUACAMOLE,6,UND,1933,11597,0.19,2203
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347210798,COND LAUREL HOJA EL BUEN SAZON 10G,12,UND,840,10084,0.19,1916
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2656,1,7707347217896,MAIZ PIRA *250G,8,UND,1466,11728,0,0
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2657,1,7707347210811,MANI SALADO *100G,6,UND,1933,11597,0.19,2203
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2657,1,7707347211023,OFERTA ECONOMICA,6,UND,1008,6050,0.19,1150
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2657,1,7707347210828,MANI DULCE *100G,6,UND,1933,11597,0.19,2203
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2657,1,7707347210934,MANI PASAS *100GRAMOS,6,UND,1933,11597,0.19,2203
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2657,1,7707347216172,OFERTA AJO *40G,12,UND,714,8571,0.19,1628
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2657,1,7707347211085,CONDIMENTOS AZAFRAN DE RAIZ+AJO+ ADOBO EL BUEN SAZON,6,UND,1597,9580,0.19,1820
/ ALIÑOS EL BUEN SAZON,2022-08-10,FC,2657,1,7707347211092,CONDIMENTOS COLOR PG2 LLV 3 SAZON DEL VALLE,6,UND,1597,9580,0.19,1820
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7703472111436,MIEL EL BUEN SAZON D/P*140G,12,UND,2050,24600,0,0
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7703472111498,AJI EL BUEN SAZON SUPER PICNTE * 120 GR,6,UND,1513,9076,0.19,1724
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347210101,ADOBO EL BUEN SAZON * 30 GR,6,UND,714,4286,0.19,814
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347211207,EMPAQUE PARA CHORIZO 4 MT APROX EL BUEN SAZON,12,UND,3571,42857,0.19,8143
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347210309,COND COLOR EL BUEN SAZON *250,2,UND,1429,2857,0.19,543
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347211306,CLAVO ENTERO  EL BUEN SAZON X 5 G,12,PQT,840,10084,0.19,1916
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347210507,SAZONATODO BUEN SAZON *100GR,30,UND,924,27731,0.19,5269
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347211603,EL BUEN SAZON SALSA BBQ X  165 ML,2,UND,2101,4202,0.19,798
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347210217,UVAS PASAS EL BUEN SAZON  *  125 GR,6,UND,2450,14700,0,0
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347211214,COND SAZONAMAX CAMPO *30,6,UND,840,5042,0.19,958
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347211511,FINAS HIERBAS X 15 G BUEN SAZON,6,PQT,924,5546,0.19,1054
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347210422,AJO MOLIDO X 125 GM. EL BUEN SAZON,6,UND,1597,9580,0.19,1820
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347214529,SALSA NEGRA *500ML,2,UND,2800,5600,0.19,1064
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347211030,COND SAZONAMAX EL BUN SAZON * 40 GR,12,UND,714,8571,0.19,1628
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347211139,SAL NITRO EL BUEN SAZON * 20 GR,6,UND,714,4286,0.19,814
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347211238,CLAVO EL BUEN SAZON  ENTERO * 20 GR,12,UND,2773,33277,0.19,6323
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347210446,AZAFRAN DE RAIZ  80 GR,6,UND,1261,7563,0.19,1437
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347211849,COND AZAFRAN DE RAIZ EL BUEN SAZON  *40G,6,UND,672,4034,0.19,766
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347211153,MANZANILLA EL BUEN SAZON * 10 GR,12,UND,924,11092,0.19,2107
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347210453,CIRUELA EL BUEN SAZON PASA * 40 GR,6,UND,1875,11249,0.19,2137
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347210552,TOMILLO EL BUEN SAZON HOJA * 10 GR,6,UND,798,4790,0.19,910
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347214550,SALSA DE SOYA  BUEN SAZON*500,2,UND,2800,5600,0.19,1064
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347210750,COND PIMIENTA ENTERA EL BUEN SAZON *15G,6,UND,840,5042,0.19,958
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347211856,ANIS EL BUEN SAZON ESTRELLADO * 10 GR,6,UND,1387,8319,0.19,1581
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347210460,CLAVO EL BUEN SAZON * 10 GR,12,UND,1471,17647,0.19,3353
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347211764,BOLDO EL BUEN SAZON * 10 GR,6,UND,756,4538,0.19,862
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347211863,AJONJOLI EL BUEN SAZON * 40 GR,6,UND,1597,9580,0.19,1820
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347210279,COCO SAZON DEL CAMPO RALLADO * 250 GR,1,UND,4500,4500,0,0
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347210378,MAIZ EL BUEN SAZON PIRA * 250 GR,6,UND,800,4800,0,0
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347211672,CANELA EL BUEN SAZON   ENTERA * 10 GR,12,UND,1845,22134,0.19,4205
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347210286,LINAZA BUEN SAZON * 250 G,3,UND,3100,9300,0.19,1767
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347211191,UVAS PASAS EL BUEN SAZON * 80 GR,6,UND,2000,12000,0,0
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347216196,BICARBONATO DE SODA *250G,3,UND,1668,5004,0.19,951
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347211290,CANELA EL BUEN SAZON PARTIDA * 10. GR,12,UND,1361,16336,0.19,3104
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347216394,SALSA DE AJO*165,3,UND,2068,6204,0.19,1179
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2712,1,7707347210491,CANELA EL BUEN SAZON ENTERA * 35 GR,12,UND,4622,55462,0.19,10538
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2713,1,7707347211085,CONDIMENTOS AZAFRAN DE RAIZ+AJO+ ADOBO EL BUEN SAZON,6,UND,1597,9580,0.19,1820
/ ALIÑOS EL BUEN SAZON,2022-08-25,FC,2713,1,329,CHICHARRINES,6.625,KILO,6038,40000,0.05,2000
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7703472111436,MIEL EL BUEN SAZON D/P*140G,6,UND,2050,12300,0,0
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7703472111498,AJI EL BUEN SAZON SUPER PICNTE * 120 GR,6,UND,1513,9076,0.19,1724
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347212006,SALSA DE SOYA EL BUEN SAZON X 165 ML.,3,UND,2017,6050,0.19,1150
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347211207,EMPAQUE PARA CHORIZO 4 MT APROX EL BUEN SAZON,6,UND,3866,23193,0.19,4407
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347210309,COND COLOR EL BUEN SAZON *250,6,UND,1597,9580,0.19,1820
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347210507,SAZONATODO BUEN SAZON *100GR,20,UND,1050,21008,0.19,3992
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347211900,SEMILLAS DE CHIA *100G,6,UND,4150,24897,0.19,4730
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347210217,UVAS PASAS EL BUEN SAZON  *  125 GR,6,UND,2724,16344,0,0
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347210316,COD COLOR RAIZ EL BUEN SAZON *125,6,UND,1513,9076,0.19,1724
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347211511,FINAS HIERBAS X 15 G BUEN SAZON,6,PQT,924,5546,0.19,1054
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347210613,COLOR EL BUEN SAZON* 50 GR,6,UND,672,4034,0.19,766
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347211122,COND BICARBONATO DE SODA *100G,12,UND,777,9328,0.19,1772
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347210224,COCO EL BUEN SAZON RALLADO * 125 GR,6,UND,3026,18156,0,0
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347210422,AJO MOLIDO X 125 GM. EL BUEN SAZON,6,UND,1597,9580,0.19,1820
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347214529,SALSA NEGRA *500ML,3,UND,2800,8400,0.19,1596
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347210729,HARINA PARA APANAR EL BUEN SAZON  * 250 GR,12,UND,1762,21143,0.05,1057
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347210637,CANELA EL BUEN SAZON MOLIDA * 20 GR,12,UND,2000,24000,0.19,4560
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347211931,VINAGRE BLANCO EL BUEN SAZON X 500 ML.,6,UND,1597,9580,0.19,1820
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347210446,AZAFRAN DE RAIZ  80 GR,6,UND,1261,7563,0.19,1437
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347210545,UVAS EL BUEN SAZON PASAS * 40 GR,12,UND,1588,19056,0,0
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347214642,VIMAGRE BLANCO *1000ML,2,UND,2185,4370,0.19,830
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347210743,PIMIENTA MOLIDA *40GR,12,UND,1681,20168,0.19,3832
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347211740,CALENDULA EL BUEN SAZON * 10 GR,12,UND,804,9650,0.19,1834
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347211849,COND AZAFRAN DE RAIZ EL BUEN SAZON  *40G,6,UND,672,4034,0.19,766
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347211948,SALSA CHINA EL BUEN SAZON X 165GR,2,UND,2017,4034,0.19,766
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347214550,SALSA DE SOYA  BUEN SAZON*500,2,UND,2800,5600,0.19,1064
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347211658,CANELA EL BUEN SAZON MOLIDA * 10 GR,12,UND,1148,13775,0.19,2617
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347211757,SODA EL BUEN SAZON CAJA * 15 GR,24,UND,326,7825,0.19,1487
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347210569,COND TOMILLO MOLIDO EL BUEN SAZON *10G,6,UND,756,4538,0.19,862
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347211566,COCO EL BUEN SAZON RALLADO * 40 GR,6,UND,1053,6318,0,0
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347214666,VINAGRETA BUEN SAZON *500ML,2,UND,3300,6600,0.19,1254
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347210767,PIMIENTA EL BUEN SAZON MOLIDA * 15 GR,6,UND,840,5042,0.19,958
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347210866,COND PIMENTON EL BUEN SAZON 50 GR,12,UND,714,8571,0.19,1628
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347211962,ACENTO BUEN SAZON  * 20 GR,6,UND,840,5042,0.19,958
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347211177,FLOR JAMAICA EL BUEN SAZON  * 10 GR,6,UND,1051,6303,0.19,1198
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347210477,AZAFRAN DE RAIZ CAMPO  BUEN SAZON *40,6,UND,714,4286,0.19,814
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347211672,CANELA EL BUEN SAZON   ENTERA * 10 GR,6,UND,1845,11067,0.19,2103
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347210286,LINAZA BUEN SAZON * 250 G,4,UND,3614,14454,0.19,2746
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347216387,CHIMICHURRI*165ML,2,UND,1900,3800,0.19,722
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347210484,CLAVO EL BUEN SAZON MOLIDO * 10 GR,6,UND,1177,7059,0.19,1341
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347211580,SALSA NEGRA,3,TARR,2017,6050,0.19,1150
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347210781,LINAZA EL BUEN SAZON ENTERA * 40 GR,6,UND,714,4286,0.19,814
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347210194,UVAS PASAS EL BUEN SAZON * 250 G,2,UND,5176,10352,0,0
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347211191,UVAS PASAS EL BUEN SAZON * 80 GR,6,UND,2471,14826,0,0
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347216196,BICARBONATO DE SODA *250G,6,UND,1919,11511,0.19,2187
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2774,1,7707347210491,CANELA EL BUEN SAZON ENTERA * 35 GR,6,UND,4622,27731,0.19,5269
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2775,1,7707347210811,MANI SALADO *100G,6,UND,1933,11597,0.19,2203
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2775,1,7707347211023,OFERTA ECONOMICA,6,UND,1008,6050,0.19,1150
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2775,1,7707347210828,MANI DULCE *100G,6,UND,1933,11597,0.19,2203
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2775,1,7707347210675,MANI SIMPLE *250G,2,UND,4343,8686,0.19,1650
/ ALIÑOS EL BUEN SAZON,2022-09-07,FC,2775,1,7707347211085,CONDIMENTOS AZAFRAN DE RAIZ+AJO+ ADOBO EL BUEN SAZON,6,UND,1597,9580,0.19,1820
/ ALIÑOS EL BUEN SAZON,2022-09-21,FC,2827,1,7707347211108,COND SAZONAMAX EL BUEN SAZON *70 GR,6,UND,1303,7815,0.19,1485
/ ALIÑOS EL BUEN SAZON,2022-09-21,FC,2827,1,7707347210309,COND COLOR EL BUEN SAZON *250,2,UND,1597,3193,0.19,607
/ ALIÑOS EL BUEN SAZON,2022-09-21,FC,2827,1,7707347211023,OFERTA ECONOMICA,6,UND,1008,6050,0.19,1150
